user,software,device,network,action,resource,rischio
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,7
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,11
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,4
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,6
hacker,nmap,unknown,1.2.3.4,delete,config_db,70
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,12
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,28
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,9
hacker,custom_python_script,unknown,8.8.8.8,find,config_db,80
anonymous,nmap,unknown,93.44.12.1,drop,pazienti,77
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,16
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,8
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,3
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,14
mario.rossi,custom_python_script,unknown,8.8.8.8,find,pazienti,90
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,10
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,30
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,utenti,19
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,17
anonymous,curl_7.68,missing_tpm,8.8.8.8,drop,pazienti,76
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,28
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,24
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,4
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,16
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,4
anonymous,custom_python_script,unknown,8.8.8.8,drop,pazienti,81
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,22
anonymous,custom_python_script,missing_tpm,93.44.12.1,find,config_db,75
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,26
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,2
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,13
anonymous,custom_python_script,unknown,1.2.3.4,find,config_db,70
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,23
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,6
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,4
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,11
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,10
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,5
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,26
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,13
anonymous,custom_python_script,missing_tpm,93.44.12.1,delete,pazienti,90
anonymous,custom_python_script,unknown,1.2.3.4,find,pazienti,99
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,26
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,2
hacker,nmap,unknown,93.44.12.1,find,pazienti,88
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,5
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,22
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,18
anonymous,custom_python_script,missing_tpm,1.2.3.4,delete,pazienti,79
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,7
hacker,curl_7.68,unknown,8.8.8.8,find,system_logs,71
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,23
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,2
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,11
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,23
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,14
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,13
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,24
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,4
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,14
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,2
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,12
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,20
hacker,curl_7.68,unknown,8.8.8.8,drop,pazienti,94
anonymous,curl_7.68,unknown,93.44.12.1,drop,pazienti,76
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,3
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,2
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,30
admin,nmap,unknown,1.2.3.4,drop,system_logs,78
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,6
hacker,curl_7.68,missing_tpm,1.2.3.4,find,config_db,99
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,13
mario.rossi,nmap,missing_tpm,8.8.8.8,drop,system_logs,78
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,17
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,pazienti,12
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,18
admin,nmap,missing_tpm,93.44.12.1,find,pazienti,79
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,16
mario.rossi,custom_python_script,missing_tpm,93.44.12.1,delete,pazienti,96
admin,nmap,missing_tpm,8.8.8.8,delete,pazienti,73
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,30
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,30
admin,curl_7.68,missing_tpm,8.8.8.8,find,system_logs,90
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,22
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,26
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,4
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,25
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,29
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,6
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,29
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,26
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,22
mario.rossi,custom_python_script,unknown,93.44.12.1,find,pazienti,75
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,28
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,22
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,5
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,29
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,21
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,9
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,pazienti,30
anonymous,curl_7.68,missing_tpm,93.44.12.1,delete,config_db,83
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,5
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,6
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,21
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,27
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,24
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,17
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,4
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,3
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,29
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,17
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,28
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,19
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,29
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,11
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,24
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,3
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,0
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,21
anonymous,custom_python_script,unknown,93.44.12.1,delete,system_logs,74
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,12
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,3
anonymous,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,73
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,4
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,11
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,20
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,14
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,10
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,25
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,30
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,9
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,13
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,7
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,7
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,27
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,8
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,8
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,7
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,1
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,8
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,7
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,7
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,15
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,4
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,15
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,19
anonymous,curl_7.68,missing_tpm,8.8.8.8,find,pazienti,88
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,15
admin,curl_7.68,unknown,93.44.12.1,delete,pazienti,74
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,25
mario.rossi,nmap,unknown,1.2.3.4,delete,system_logs,72
admin,custom_python_script,missing_tpm,8.8.8.8,drop,system_logs,83
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,30
admin,curl_7.68,unknown,93.44.12.1,delete,config_db,72
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,9
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,23
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,15
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,8
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,19
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,3
hacker,curl_7.68,missing_tpm,1.2.3.4,find,pazienti,81
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,15
anonymous,custom_python_script,missing_tpm,93.44.12.1,delete,pazienti,75
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,25
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,23
anonymous,nmap,unknown,1.2.3.4,find,config_db,73
mario.rossi,custom_python_script,missing_tpm,93.44.12.1,find,system_logs,79
anonymous,nmap,unknown,1.2.3.4,delete,pazienti,72
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,18
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,22
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,23
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,30
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,27
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,13
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,17
anonymous,custom_python_script,unknown,1.2.3.4,find,config_db,87
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,7
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,10
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,5
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,28
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,19
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,28
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,29
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,6
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,12
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,16
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,94
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,15
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,2
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,13
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,16
hacker,nmap,missing_tpm,93.44.12.1,drop,system_logs,89
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,18
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,14
hacker,nmap,unknown,93.44.12.1,drop,config_db,79
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,17
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,14
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,16
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,20
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,15
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,7
mario.rossi,curl_7.68,missing_tpm,8.8.8.8,delete,pazienti,85
hacker,nmap,missing_tpm,1.2.3.4,drop,config_db,75
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,13
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,4
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,30
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,3
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,17
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,11
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,30
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,30
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,8
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,14
mario.rossi,curl_7.68,unknown,1.2.3.4,drop,pazienti,75
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,4
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,pazienti,11
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,16
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,22
admin,nmap,missing_tpm,8.8.8.8,drop,pazienti,89
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,9
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,20
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,8
anonymous,nmap,unknown,8.8.8.8,find,pazienti,89
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,30
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,17
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,22
hacker,nmap,unknown,8.8.8.8,delete,config_db,76
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,18
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,12
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,19
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,25
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,20
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,26
mario.rossi,curl_7.68,missing_tpm,8.8.8.8,drop,pazienti,70
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,14
mario.rossi,nmap,missing_tpm,8.8.8.8,find,system_logs,84
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,14
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,13
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,21
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,20
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,20
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,13
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,3
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,12
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,3
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,15
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,8
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,21
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,4
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,11
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,8
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,1
mario.rossi,custom_python_script,missing_tpm,1.2.3.4,delete,pazienti,90
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,8
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,24
anonymous,custom_python_script,missing_tpm,8.8.8.8,find,pazienti,86
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,4
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,12
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,30
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,24
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,16
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,10
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,1
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,28
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,5
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,24
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,29
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,8
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,27
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,19
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,27
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,3
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,11
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,7
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,9
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,6
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,26
anonymous,curl_7.68,unknown,8.8.8.8,delete,pazienti,77
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,17
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,28
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,13
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,5
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,1
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,17
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,14
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,30
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,25
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,14
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,23
